madvhc,ten,cap,captren
07054,Xã Quảng La,XA,204
07057,Xã Bằng Cả,XA,204
07060,Xã Thống Nhất,XA,204
07063,Xã Sơn Dương,XA,204
07066,Xã Lê Lợi,XA,204
07069,Phường Mạo Khê,XA,205
07072,Phường Đông Triều,XA,205
07075,Xã An Sinh,XA,205
07078,Xã Tràng Lương,XA,205
07081,Xã Bình Khê,XA,205
07084,Xã Việt Dân,XA,205
07087,Xã Tân Việt,XA,205
07090,Xã Bình Dương,XA,205
07093,Phường Đức Chính,XA,205
07096,Xã Tràng An,XA,205
07099,Xã Nguyễn Huệ,XA,205
07102,Xã Thủy An,XA,205
07105,Phường Xuân Sơn,XA,205
07108,Xã Hồng Thái Tây,XA,205
07111,Xã Hồng Thái Đông,XA,205
07114,Xã Hoàng Quế,XA,205
07117,Xã Yên Thọ,XA,205
07120,Xã Hồng Phong,XA,205
07123,Phường Kim Sơn,XA,205
07126,Phường Hưng Đạo,XA,205
07129,Xã Yên Đức,XA,205
07132,Phường Quảng Yên,XA,206
07135,Phường Đông Mai,XA,206
07138,Phường Minh Thành,XA,206
07144,Xã Sông Khoai,XA,206
07147,Xã Hiệp Hòa,XA,206
07150,Phường Cộng Hòa,XA,206
07153,Xã Tiền An,XA,206
07156,Xã Hoàng Tân,XA,206
07159,Phường Tân An,XA,206
07162,Phường Yên Giang,XA,206
07165,Phường Nam Hoà,XA,206
07168,Phường Hà An,XA,206
07171,Xã Cẩm La,XA,206
07174,Phường Phong Hải,XA,206
07177,Phường Yên Hải,XA,206
07180,Xã Liên Hòa,XA,206
07183,Phường Phong Cốc,XA,206
07186,Xã Liên Vị,XA,206
07189,Xã Tiền Phong,XA,206
07192,Thị trấn Cô Tô,XA,207
07195,Xã Đồng Tiến,XA,207
07198,Xã Thanh Lân,XA,207
07201,Phường Thọ Xương,XA,213
07204,Phường Trần Nguyên Hãn,XA,213
07207,Phường Ngô Quyền,XA,213
07210,Phường Hoàng Văn Thụ,XA,213
07213,Phường Trần Phú,XA,213
07216,Phường Mỹ Độ,XA,213
07219,Phường Lê Lợi,XA,213
07222,Xã Song Mai,XA,213
07225,Phường Xương Giang,XA,213
07228,Phường Đa Mai,XA,213
07231,Phường Dĩnh Kế,XA,213
07441,Xã Dĩnh Trì,XA,213
07687,Xã Tân Mỹ,XA,213
07696,Xã Đồng Sơn,XA,213
07699,Xã Tân Tiến,XA,213
07705,Xã Song Khê,XA,213
07234,Thị trấn Cầu Gồ,XA,215
07237,Thị trấn Bố Hạ,XA,215
07243,Xã Đồng Tiến,XA,215
07246,Xã Canh Nậu,XA,215
07249,Xã Xuân Lương,XA,215
07252,Xã Tam Tiến,XA,215
07255,Xã Đồng Vương,XA,215
07258,Xã Đồng Hưu,XA,215
07260,Xã Đồng Tâm,XA,215
07261,Xã Tam Hiệp,XA,215
07264,Xã Tiến Thắng,XA,215
07267,Xã Hồng Kỳ,XA,215
07270,Xã Đồng Lạc,XA,215
07273,Xã Đông Sơn,XA,215
07276,Xã Tân Hiệp,XA,215
07279,Xã Hương Vĩ,XA,215
07282,Xã Đồng Kỳ,XA,215
07285,Xã An Thượng,XA,215
07288,Xã Phồn Xương,XA,215
07291,Xã Tân Sỏi,XA,215
07294,Xã Bố Hạ,XA,215
07297,Thị trấn Cao Thượng,XA,216
07300,Thị trấn Nhã Nam,XA,216
07303,Xã Lan Giới,XA,216
07306,Xã Nhã Nam,XA,216
07309,Xã Tân Trung,XA,216
07312,Xã Đại Hóa,XA,216
07315,Xã Quang Tiến,XA,216
07318,Xã Phúc Sơn,XA,216
07321,Xã An Dương,XA,216
07324,Xã Phúc Hòa,XA,216
07327,Xã Liên Sơn,XA,216
07330,Xã Hợp Đức,XA,216
07333,Xã Lam Cốt,XA,216
07336,Xã Cao Xá,XA,216
07339,Xã Cao Thượng,XA,216
07342,Xã Việt Ngọc,XA,216
07345,Xã Song Vân,XA,216
07348,Xã Ngọc Châu,XA,216
07351,Xã Ngọc Vân,XA,216
07354,Xã Việt Lập,XA,216
07357,Xã Liên Chung,XA,216
07360,Xã Ngọc Thiện,XA,216
07363,Xã Ngọc Lý,XA,216
07366,Xã Quế Nham,XA,216
07369,Thị trấn Kép,XA,217
07375,Thị trấn Vôi,XA,217
07378,Xã Nghĩa Hòa,XA,217
07381,Xã Nghĩa Hưng,XA,217
07384,Xã Quang Thịnh,XA,217
07387,Xã Hương Sơn,XA,217
07390,Xã Đào Mỹ,XA,217
07393,Xã Tiên Lục,XA,217
07396,Xã An Hà,XA,217
07399,Xã Tân Thịnh,XA,217
07402,Xã Mỹ Hà,XA,217
07405,Xã Hương Lạc,XA,217
07408,Xã Dương Đức,XA,217
07411,Xã Tân Thanh,XA,217
07414,Xã Yên Mỹ,XA,217
07417,Xã Tân Hưng,XA,217
07420,Xã Mỹ Thái,XA,217
07423,Xã Phi Mô,XA,217
07426,Xã Xương Lâm,XA,217
07429,Xã Xuân Hương,XA,217
07432,Xã Tân Dĩnh,XA,217
07435,Xã Đại Lâm,XA,217
07438,Xã Thái Đào,XA,217
07444,Thị trấn Đồi Ngô,XA,218
07447,Thị trấn Lục Nam,XA,218
07450,Xã Đông Hưng,XA,218
07453,Xã Đông Phú,XA,218
07456,Xã Tam Dị,XA,218
07459,Xã Bảo Sơn,XA,218
07462,Xã Bảo Đài,XA,218
07465,Xã Thanh Lâm,XA,218
07468,Xã Tiên Nha,XA,218
07471,Xã Trường Giang,XA,218
07474,Xã Tiên Hưng,XA,218
07477,Xã Phương Sơn,XA,218
07480,Xã Chu Điện,XA,218
07483,Xã Cương Sơn,XA,218
07486,Xã Nghĩa Phương,XA,218
07489,Xã Vô Tranh,XA,218
07492,Xã Bình Sơn,XA,218
07495,Xã Lan Mẫu,XA,218
07498,Xã Yên Sơn,XA,218
07501,Xã Khám Lạng,XA,218
07504,Xã Huyền Sơn,XA,218
07507,Xã Trường Sơn,XA,218
07510,Xã Lục Sơn,XA,218
07513,Xã Bắc Lũng,XA,218
07516,Xã Vũ Xá,XA,218
07519,Xã Cẩm Lý,XA,218
07522,Xã Đan Hội,XA,218
07525,Thị trấn Chũ,XA,219
07528,Xã Cấm Sơn,XA,219
07531,Xã Tân Sơn,XA,219
07534,Xã Phong Minh,XA,219
07537,Xã Phong Vân,XA,219
07540,Xã Xa Lý,XA,219
07543,Xã Hộ Đáp,XA,219
07546,Xã Sơn Hải,XA,219
07549,Xã Thanh Hải,XA,219
07552,Xã Kiên Lao,XA,219
07555,Xã Biên Sơn,XA,219
07558,Xã Kiên Thành,XA,219
07561,Xã Hồng Giang,XA,219
07564,Xã Kim Sơn,XA,219
07567,Xã Tân Hoa,XA,219
07570,Xã Giáp Sơn,XA,219
07573,Xã Biển Động,XA,219
07576,Xã Quý Sơn,XA,219
07579,Xã Trù Hựu,XA,219
07582,Xã Phì Điền,XA,219
07585,Xã Nghĩa Hồ,XA,219
07588,Xã Tân Quang,XA,219
07591,Xã Đồng Cốc,XA,219
07594,Xã Tân Lập,XA,219
07597,Xã Phú Nhuận,XA,219
07600,Xã Mỹ An,XA,219
07603,Xã Nam Dương,XA,219
07606,Xã Tân Mộc,XA,219
07609,Xã Đèo Gia,XA,219
07612,Xã Phượng Sơn,XA,219
07615,Thị trấn An Châu,XA,220
07616,Thị trấn Thanh Sơn,XA,220
07618,Xã Thạch Sơn,XA,220
07621,Xã Vân Sơn,XA,220
07624,Xã Hữu Sản,XA,220
07627,Xã Quế Sơn,XA,220
07630,Xã Phúc Thắng,XA,220
07633,Xã Chiên Sơn,XA,220
07636,Xã Giáo Liêm,XA,220
07639,Xã Vĩnh Khương,XA,220
07642,Xã Cẩm Đàn,XA,220
07645,Xã An Lạc,XA,220
07648,Xã An Lập,XA,220
07651,Xã Yên Định,XA,220
07654,Xã Lệ Viễn,XA,220
07657,Xã An Châu,XA,220
07660,Xã An Bá,XA,220
07663,Xã Tuấn Đạo,XA,220
07666,Xã Dương Hưu,XA,220
07669,Xã Bồng Am,XA,220
07672,Xã Long Sơn,XA,220
07675,Xã Tuấn Mậu,XA,220
07678,Xã Thanh Luận,XA,220
07681,Thị trấn Neo,XA,221
07682,Thị trấn Tân Dân,XA,221
07684,Xã Lão Hộ,XA,221
07690,Xã Hương Gián,XA,221
07693,Xã Tân An,XA,221
07702,Xã Quỳnh Sơn,XA,221
07708,Xã Nội Hoàng,XA,221
07711,Xã Tiền Phong,XA,221
07714,Xã Xuân Phú,XA,221
07717,Xã Tân Liễu,XA,221
07720,Xã Trí Yên,XA,221
07723,Xã Lãng Sơn,XA,221
07726,Xã Yên Lư,XA,221
07729,Xã Tiến Dũng,XA,221
07732,Xã Nham Sơn,XA,221
07735,Xã Đức Giang,XA,221
07738,Xã Cảnh Thụy,XA,221
07741,Xã Tư Mại,XA,221
07744,Xã Thắng Cương,XA,221
07747,Xã Đồng Việt,XA,221
07750,Xã Đồng Phúc,XA,221
07753,Thị trấn  Bích Động,XA,222
07756,Thị trấn Nếnh,XA,222
07759,Xã Thượng Lan,XA,222
07762,Xã Việt Tiến,XA,222
07765,Xã Nghĩa Trung,XA,222
07768,Xã Minh Đức,XA,222
07771,Xã Hương Mai,XA,222
07774,Xã Tự Lạn,XA,222
07777,Xã Bích Sơn,XA,222
07780,Xã Trung Sơn,XA,222
07783,Xã Hồng Thái,XA,222
07786,Xã Tiên Sơn,XA,222
07789,Xã Tăng Tiến,XA,222
07792,Xã Quảng Minh,XA,222
07795,Xã Hoàng Ninh,XA,222
07798,Xã Ninh Sơn,XA,222
07801,Xã Vân Trung,XA,222
07804,Xã Vân Hà,XA,222
07807,Xã Quang Châu,XA,222
07810,Thị trấn Thắng,XA,223
07813,Xã Đồng Tân,XA,223
07816,Xã Thanh Vân,XA,223
07819,Xã Hoàng Lương,XA,223
07822,Xã Hoàng Vân,XA,223
07825,Xã Hoàng Thanh,XA,223
07828,Xã Hoàng An,XA,223
07831,Xã Ngọc Sơn,XA,223
07834,Xã Thái Sơn,XA,223
07837,Xã Hòa Sơn,XA,223
07840,Xã Đức Thắng,XA,223
07843,Xã Quang Minh,XA,223
07846,Xã Lương Phong,XA,223
07849,Xã Hùng Sơn,XA,223
07852,Xã Đại Thành,XA,223
07855,Xã Thường Thắng,XA,223
07858,Xã Hợp Thịnh,XA,223
07861,Xã Danh Thắng,XA,223
07864,Xã Mai Trung,XA,223
07867,Xã Đoan Bái,XA,223
07870,Xã Bắc Lý,XA,223
07873,Xã Xuân Cẩm,XA,223
07876,Xã Hương Lâm,XA,223
07879,Xã Đông Lỗ,XA,223
07882,Xã Châu Minh,XA,223
07885,Xã Mai Đình,XA,223
07888,Phường Dữu Lâu,XA,227
07891,Phường Vân Cơ,XA,227
07894,Phường Nông Trang,XA,227
07897,Phường Tân Dân,XA,227
07900,Phường Gia Cẩm,XA,227
07903,Phường Tiên Cát,XA,227
07906,Phường Thọ Sơn,XA,227
07909,Phường Thanh Miếu,XA,227
07912,Phường Bạch Hạc,XA,227
07915,Phường Bến Gót,XA,227
07918,Phường Vân Phú,XA,227
07921,Xã Phượng Lâu,XA,227
07924,Xã Thụy Vân,XA,227
07927,Phường Minh Phương,XA,227
07930,Xã Trưng Vương,XA,227
07933,Phường Minh Nông,XA,227
07936,Xã Sông Lô,XA,227
08281,Xã Kim Đức,XA,227
08287,Xã Hùng Lô,XA,227
08503,Xã Hy Cương,XA,227
08506,Xã Chu Hóa,XA,227
08515,Xã Thanh Đình,XA,227
09622,Xã Tân Đức,XA,227
07939,Phường Trường Thịnh,XA,228
07942,Phường Hùng Vương,XA,228
07945,Phường Phong Châu,XA,228
07948,Phường Âu Cơ,XA,228
07951,Xã Hà Lộc,XA,228
07954,Xã Phú Hộ,XA,228
07957,Xã Văn Lung,XA,228
07960,Xã Thanh Minh,XA,228
07963,Xã Hà Thạch,XA,228
07966,Phường Thanh Vinh,XA,228
07969,Thị trấn Đoan Hùng,XA,230
07972,Xã Đông Khê,XA,230
07975,Xã Nghinh Xuyên,XA,230
07978,Xã Hùng Quan,XA,230
07981,Xã Bằng Luân,XA,230
07984,Xã Vân Du,XA,230
07987,Xã Phương Trung,XA,230
07990,Xã Quế Lâm,XA,230
07993,Xã Minh Lương,XA,230
07996,Xã Bằng Doãn,XA,230
07999,Xã Chí Đám,XA,230
08002,Xã Phong Phú,XA,230
08005,Xã Phúc Lai,XA,230
08008,Xã Ngọc Quan,XA,230
08011,Xã Hữu Đô,XA,230
08014,Xã Đại Nghĩa,XA,230
08017,Xã Sóc Đăng,XA,230
08020,Xã Phú Thứ,XA,230
08023,Xã Tây Cốc,XA,230
08026,Xã Yên Kiện,XA,230
08029,Xã Hùng Long,XA,230
08032,Xã Vụ Quang,XA,230
08035,Xã Vân Đồn,XA,230
08038,Xã Tiêu Sơn,XA,230
08041,Xã Minh Tiến,XA,230
08044,Xã Minh Phú,XA,230
08047,Xã Chân Mộng,XA,230
08050,Xã Ca Đình,XA,230
08053,Thị trấn Hạ Hoà,XA,231
08056,Xã Đại Phạm,XA,231
08059,Xã Hậu Bổng,XA,231
08062,Xã Đan Hà,XA,231
08065,Xã Hà Lương,XA,231
08068,Xã Lệnh Khanh,XA,231
08071,Xã Phụ Khánh,XA,231
08074,Xã Liên Phương,XA,231
08077,Xã Đan Thượng,XA,231
08080,Xã Hiền Lương,XA,231
08083,Xã Động Lâm,XA,231
08086,Xã Lâm Lợi,XA,231
08089,Xã Phương Viên,XA,231
08092,Xã Gia Điền,XA,231
08095,Xã Ấm Hạ,XA,231
08098,Xã Quân Khê,XA,231
08101,Xã Y Sơn,XA,231
08104,Xã Hương Xạ,XA,231
08107,Xã Cáo Điền,XA,231
08110,Xã Xuân Áng,XA,231
08113,Xã Yên Kỳ,XA,231
08116,Xã Chuế Lưu,XA,231
08119,Xã Minh Hạc,XA,231
08122,Xã Lang Sơn,XA,231
08125,Xã Bằng Giã,XA,231
08128,Xã Yên Luật,XA,231
08131,Xã Vô Tranh,XA,231
08134,Xã Văn Lang,XA,231
08137,Xã Chính Công,XA,231
08140,Xã Minh Côi,XA,231
08143,Xã Vĩnh Chân,XA,231
08146,Xã Mai Tùng,XA,231
08149,Xã Vụ Cầu,XA,231
08152,Thị trấn Thanh Ba,XA,232
08155,Xã Thanh Vân,XA,232
08156,Xã Vân Lĩnh,XA,232
08158,Xã Đông Lĩnh,XA,232
08161,Xã Đại An,XA,232
08164,Xã Hanh Cù,XA,232
08167,Xã Thái Ninh,XA,232
08170,Xã Đồng Xuân,XA,232
08173,Xã Năng Yên,XA,232
08176,Xã Yển Khê,XA,232
08179,Xã Ninh Dân,XA,232
08182,Xã Quảng Nạp,XA,232
08185,Xã Vũ Yển,XA,232
08188,Xã Yên Nội,XA,232
08191,Xã Phương Lĩnh,XA,232
08194,Xã Võ Lao,XA,232
08197,Xã Khải Xuân,XA,232
08200,Xã Mạn Lạn,XA,232
08203,Xã Thanh Xá,XA,232
08206,Xã Chí Tiên,XA,232
08209,Xã Đông Thành,XA,232
08212,Xã Hoàng Cương,XA,232
08215,Xã Sơn Cương,XA,232
08218,Xã Thanh Hà,XA,232
08221,Xã Đỗ Sơn,XA,232
08224,Xã Đỗ Xuyên,XA,232
08227,Xã Lương Lỗ,XA,232
08230,Thị trấn Phong Châu,XA,233
08233,Xã Phú Mỹ,XA,233
08234,Xã Lệ Mỹ,XA,233
08236,Xã Liên Hoa,XA,233
08239,Xã Trạm Thản,XA,233
08242,Xã Trị Quận,XA,233
08245,Xã Trung Giáp,XA,233
08248,Xã Tiên Phú,XA,233
08251,Xã Hạ Giáp,XA,233
08254,Xã Bảo Thanh,XA,233
08257,Xã Phú Lộc,XA,233
08260,Xã Gia Thanh,XA,233
08263,Xã Tiên Du,XA,233
08266,Xã Phú Nham,XA,233
08269,Xã Bình Bộ,XA,233
08272,Xã An Đạo,XA,233
08275,Xã Tử Đà,XA,233
08278,Xã Phù Ninh,XA,233
08284,Xã Vĩnh Phú,XA,233
08290,Thị trấn Yên Lập,XA,234
08293,Xã Mỹ Lung,XA,234
08296,Xã Mỹ Lương,XA,234
08299,Xã Lương Sơn,XA,234
08302,Xã Xuân An,XA,234
08305,Xã Xuân Viên,XA,234
08308,Xã Xuân Thủy,XA,234
08311,Xã Trung Sơn,XA,234
08314,Xã Hưng Long,XA,234
08317,Xã Nga Hoàng,XA,234
08320,Xã Đồng Lạc,XA,234
08323,Xã Thượng Long,XA,234
08326,Xã Đồng Thịnh,XA,234
08329,Xã Phúc Khánh,XA,234
08332,Xã Minh Hòa,XA,234
08335,Xã Ngọc Lập,XA,234
08338,Xã Ngọc Đồng,XA,234
08341,Thị trấn Sông Thao,XA,235
08344,Xã Tiên Lương,XA,235
08347,Xã Tuy Lộc,XA,235
08350,Xã Ngô Xá,XA,235
08353,Xã Phương Xá,XA,235
08356,Xã Phượng Vĩ,XA,235
08359,Xã Đồng Cam,XA,235
08362,Xã Thụy Liễu,XA,235
08365,Xã Phùng Xá,XA,235
08368,Xã Sơn Nga,XA,235
08371,Xã Sai Nga,XA,235
08374,Xã Tùng Khê,XA,235
08377,Xã Tam Sơn,XA,235
08380,Xã Văn Bán,XA,235
08383,Xã Cấp Dẫn,XA,235
08386,Xã Thanh Nga,XA,235
08389,Xã Xương Thịnh,XA,235
08392,Xã Phú Khê,XA,235
08395,Xã Sơn Tình,XA,235
08398,Xã Yên Tập,XA,235
08401,Xã Hương Lung,XA,235
08404,Xã Tạ Xá,XA,235
08407,Xã Phú Lạc,XA,235
08410,Xã Tình Cương,XA,235
08413,Xã Chương Xá,XA,235
08416,Xã Hiền Đa,XA,235
08419,Xã Văn Khúc,XA,235
08422,Xã Yên Dưỡng,XA,235
08425,Xã Cát Trù,XA,235
08428,Xã Điêu Lương,XA,235
08431,Xã Đồng Lương,XA,235
08434,Thị trấn Hưng Hoá,XA,236
08437,Xã Vực Trường,XA,236
08440,Xã Hiền Quan,XA,236
08443,Xã Hương Nha,XA,236
08446,Xã Thanh Uyên,XA,236
08449,Xã Xuân Quang,XA,236
08452,Xã Tứ Mỹ,XA,236
08455,Xã Văn Lương,XA,236
08458,Xã Hùng Đô,XA,236
08461,Xã Phương Thịnh,XA,236
08464,Xã Tam Cường,XA,236
08467,Xã Cổ Tiết,XA,236
08470,Xã Quang Húc,XA,236
08473,Xã Hương Nộn,XA,236
08476,Xã Tề Lễ,XA,236
08479,Xã Thọ Văn,XA,236
08482,Xã Dị Nậu,XA,236
08485,Xã Hồng Đà,XA,236
08488,Xã Dậu Dương,XA,236
08491,Xã Thượng Nông,XA,236
08494,Thị trấn Lâm Thao,XA,237
08497,Xã Tiên Kiên,XA,237
08498,Thị trấn Hùng Sơn,XA,237
08500,Xã Xuân Lũng,XA,237
08509,Xã Xuân Huy,XA,237
08512,Xã Thạch Sơn,XA,237
08518,Xã Sơn Vi,XA,237
08521,Xã Hợp Hải,XA,237
08524,Xã Sơn Dương,XA,237
08527,Xã Cao Xá,XA,237
08530,Xã Kinh Kệ,XA,237
08533,Xã Vĩnh Lại,XA,237
08536,Xã Tứ Xã,XA,237
08539,Xã Bản Nguyên,XA,237
08542,Thị trấn Thanh Sơn,XA,238
08563,Xã Sơn Hùng,XA,238
08572,Xã Địch Quả,XA,238
08575,Xã Giáp Lai,XA,238
08581,Xã Thục Luyện,XA,238
08584,Xã Võ Miếu,XA,238
08587,Xã Thạch Khoán,XA,238
08602,Xã Cự Thắng,XA,238
08605,Xã Tất Thắng,XA,238
08611,Xã Văn Miếu,XA,238
08614,Xã Cự Đồng,XA,238
08623,Xã Thắng Sơn,XA,238
08629,Xã Tân Minh,XA,238
08632,Xã Hương Cần,XA,238
08635,Xã Khả Cửu,XA,238
08638,Xã Đông Cửu,XA,238
08641,Xã Tân Lập,XA,238
08644,Xã Yên Lãng,XA,238
08647,Xã Yên Lương,XA,238
08650,Xã Thượng Cửu,XA,238
08653,Xã Lương Nha,XA,238
08656,Xã Yên Sơn,XA,238
08659,Xã Tinh Nhuệ,XA,238
08662,Xã Đào Xá,XA,239
08665,Xã Thạch Đồng,XA,239
08668,Xã Xuân Lộc,XA,239
08671,Xã Tân Phương,XA,239
08674,Thị trấn Thanh Thủy,XA,239
08677,Xã Sơn Thủy,XA,239
08680,Xã Bảo Yên,XA,239
08683,Xã Đoan Hạ,XA,239
08686,Xã Đồng Luận,XA,239
08689,Xã Hoàng Xá,XA,239
08692,Xã Trung Thịnh,XA,239
08695,Xã Trung Nghĩa,XA,239
08698,Xã Phượng Mao,XA,239
08701,Xã Yến Mao,XA,239
08704,Xã Tu Vũ,XA,239
08545,Xã Thu Cúc,XA,240
08548,Xã Thạch Kiệt,XA,240
08551,Xã Thu Ngạc,XA,240
08554,Xã Kiệt Sơn,XA,240
08557,Xã Đồng Sơn,XA,240
08560,Xã Lai Đồng,XA,240
08566,Xã Tân Phú,XA,240
08569,Xã Mỹ Thuận,XA,240
08578,Xã Tân Sơn,XA,240
08590,Xã Xuân Đài,XA,240
08593,Xã Minh Đài,XA,240
08596,Xã Văn Luông,XA,240
08599,Xã Xuân Sơn,XA,240
08608,Xã Long Cốc,XA,240
08617,Xã Kim Thượng,XA,240
08620,Xã Tam Thanh,XA,240
08626,Xã Vinh Tiền,XA,240
08707,Phường Tích Sơn,XA,243
08710,Phường Liên Bảo,XA,243
08713,Phường Hội Hợp,XA,243
08716,Phường Đống Đa,XA,243
08719,Phường Ngô Quyền,XA,243
08722,Phường Đồng Tâm,XA,243
08725,Xã Định Trung,XA,243
08728,Phường Khai Quang,XA,243
08731,Xã Thanh Trù,XA,243
08734,Phường Trưng Trắc,XA,244
08737,Phường Hùng Vương,XA,244
08740,Phường Trưng Nhị,XA,244
08743,Phường Phúc Thắng,XA,244
08746,Phường Xuân Hoà,XA,244
08747,Phường Đồng Xuân,XA,244
08749,Xã Ngọc Thanh,XA,244
08752,Xã Cao Minh,XA,244
08755,Xã Nam Viêm,XA,244
08758,Xã Tiền Châu,XA,244
08761,Thị trấn Lập Thạch,XA,246
08764,Xã Quang Sơn,XA,246
08767,Xã Ngọc Mỹ,XA,246
08770,Xã Hợp Lý,XA,246
08785,Xã Bắc Bình,XA,246
08788,Xã Thái Hòa,XA,246
08789,Thị trấn Hoa Sơn,XA,246
08791,Xã Liễn Sơn,XA,246
08794,Xã Xuân Hòa,XA,246
08797,Xã Vân Trục,XA,246
08812,Xã Liên Hòa,XA,246
08815,Xã Tử Du,XA,246
08833,Xã Bàn Giản,XA,246
08836,Xã Xuân Lôi,XA,246
08839,Xã Đồng Ích,XA,246
08842,Xã Tiên Lữ,XA,246
08845,Xã Văn Quán,XA,246
08857,Xã Đình Chu,XA,246
08863,Xã Triệu Đề,XA,246
08866,Xã Sơn Đông,XA,246
08869,Thị trấn Hợp Hòa,XA,247
08872,Xã Hoàng Hoa,XA,247
08875,Xã Đồng Tĩnh,XA,247
08878,Xã Kim Long,XA,247
08881,Xã Hướng Đạo,XA,247
08884,Xã Đạo Tú,XA,247
08887,Xã An Hòa,XA,247
08890,Xã Thanh Vân,XA,247
08893,Xã Duy Phiên,XA,247
08896,Xã Hoàng Đan,XA,247
08899,Xã Hoàng Lâu,XA,247
08902,Xã Vân Hội,XA,247
08905,Xã Hợp Thịnh,XA,247
08908,Thị trấn Tam Đảo,XA,248
08911,Xã Hợp Châu,XA,248
08914,Xã Đạo Trù,XA,248
08917,Xã Yên Dương,XA,248
08920,Xã Bồ Lý,XA,248
08923,Xã Đại Đình,XA,248
08926,Xã Tam Quan,XA,248
08929,Xã Hồ Sơn,XA,248
08932,Xã Minh Quang,XA,248
08935,Thị trấn Hương Canh,XA,249
08936,Thị trấn Gia Khánh,XA,249
08938,Xã Trung Mỹ,XA,249
08944,Xã Bá Hiến,XA,249
08947,Xã Thiện Kế,XA,249
08950,Xã Hương Sơn,XA,249
08953,Xã Tam Hợp,XA,249
08956,Xã Quất Lưu,XA,249
08959,Xã Sơn Lôi,XA,249
08962,Xã Đạo Đức,XA,249
08965,Xã Tân Phong,XA,249
08968,Thị trấn Thanh Lãng,XA,249
08971,Xã Phú Xuân,XA,249
09025,Thị trấn Yên Lạc,XA,251
09028,Xã Đồng Cương,XA,251
09031,Xã Đồng Văn,XA,251
09034,Xã Bình Định,XA,251
09037,Xã Trung Nguyên,XA,251
09040,Xã Tề Lỗ,XA,251
09043,Xã Tam Hồng,XA,251
09046,Xã Yên Đồng,XA,251
09049,Xã Văn Tiến,XA,251
09052,Xã Nguyệt Đức,XA,251
09055,Xã Yên Phương,XA,251
09058,Xã Hồng Phương,XA,251
09061,Xã Trung Kiên,XA,251
09064,Xã Liên Châu,XA,251
09067,Xã Đại Tự,XA,251
09070,Xã Hồng Châu,XA,251
09073,Xã Trung Hà,XA,251
09076,Thị trấn Vĩnh Tường,XA,252
09079,Xã Kim Xá,XA,252
09082,Xã Yên Bình,XA,252
09085,Xã Chấn Hưng,XA,252
09088,Xã Nghĩa Hưng,XA,252
09091,Xã Yên Lập,XA,252
09094,Xã Việt Xuân,XA,252
09097,Xã Bồ Sao,XA,252
09100,Xã Đại Đồng,XA,252
09103,Xã Tân Tiến,XA,252
09106,Xã Lũng Hoà,XA,252
09109,Xã Cao Đại,XA,252
09112,Thị Trấn Thổ Tang,XA,252
09115,Xã Vĩnh Sơn,XA,252
09118,Xã Bình Dương,XA,252
09121,Xã Tân Cương,XA,252
09124,Xã Phú Thịnh,XA,252
09127,Xã Thượng Trưng,XA,252
09130,Xã Vũ Di,XA,252
09133,Xã Lý Nhân,XA,252
09136,Xã Tuân Chính,XA,252
09139,Xã Vân Xuân,XA,252
09142,Xã Tam Phúc,XA,252
09145,Thị trấn Tứ Trưng,XA,252
09148,Xã Ngũ Kiên,XA,252
09151,Xã An Tường,XA,252
09154,Xã Vĩnh Thịnh,XA,252
09157,Xã Phú Đa,XA,252
09160,Xã Vĩnh Ninh,XA,252
08773,Xã Lãng Công,XA,253
08776,Xã Quang Yên,XA,253
08779,Xã Bạch Lưu,XA,253
08782,Xã Hải Lựu,XA,253
08800,Xã Đồng Quế,XA,253
08803,Xã Nhân Đạo,XA,253
08806,Xã Đôn Nhân,XA,253
08809,Xã Phương Khoan,XA,253
08818,Xã Tân Lập,XA,253
08821,Xã Nhạo Sơn,XA,253
08824,Thị trấn Tam Sơn,XA,253
08827,Xã Như Thụy,XA,253
08830,Xã Yên Thạch,XA,253
08848,Xã Đồng Thịnh,XA,253
08851,Xã Tứ Yên,XA,253
08854,Xã Đức Bác,XA,253
08860,Xã Cao Phong,XA,253
09163,Phường Vũ Ninh,XA,256
09166,Phường Đáp Cầu,XA,256
09169,Phường Thị Cầu,XA,256
09172,Phường Kinh Bắc,XA,256
09175,Phường Vệ An,XA,256
09178,Phường Tiền An,XA,256
09181,Phường Đại Phúc,XA,256
09184,Phường Ninh Xá,XA,256
09187,Phường Suối Hoa,XA,256
09190,Phường Võ Cường,XA,256
09214,Xã Hòa Long,XA,256
09226,Phường Vạn An,XA,256
09235,Phường Khúc Xuyên,XA,256
09244,Phường Phong Khê,XA,256
09256,Xã Kim Chân,XA,256
09271,Phường Vân Dương,XA,256
09286,Xã Nam Sơn,XA,256
09325,Phường Khắc Niệm,XA,256
09331,Phường Hạp Lĩnh,XA,256
09193,Thị trấn Chờ,XA,258
09196,Xã Dũng Liệt,XA,258
09199,Xã Tam Đa,XA,258
09202,Xã Tam Giang,XA,258
09205,Xã Yên Trung,XA,258
09208,Xã Thụy Hòa,XA,258
09211,Xã Hòa Tiến,XA,258
09217,Xã Đông Tiến,XA,258
09220,Xã Yên Phụ,XA,258
09223,Xã Trung Nghĩa,XA,258
09229,Xã Đông Phong,XA,258
09232,Xã Long Châu,XA,258
09238,Xã Văn Môn,XA,258
09241,Xã Đông Thọ,XA,258
09247,Thị trấn Phố Mới,XA,259
09250,Xã Việt Thống,XA,259
