madvhc,ten,cap,captren
12814,Xã Đông Huy,XA,340
12823,Xã Đồng Phú,XA,340
12826,Thị trấn Diêm Điền,XA,341
12829,Xã Thụy Tân,XA,341
12832,Xã Thụy Trường,XA,341
12835,Xã Hồng Quỳnh,XA,341
12838,Xã Thụy Dũng,XA,341
12841,Xã Thụy Hồng,XA,341
12844,Xã Thụy Quỳnh,XA,341
12847,Xã Thụy An,XA,341
12850,Xã Thụy Ninh,XA,341
12853,Xã Thụy Hưng,XA,341
12856,Xã Thụy Việt,XA,341
12859,Xã Thụy Văn,XA,341
12862,Xã Thụy Xuân,XA,341
12865,Xã Thụy Dương,XA,341
12868,Xã Thụy Trình,XA,341
12871,Xã Thụy Bình,XA,341
12874,Xã Thụy Chính,XA,341
12877,Xã Thụy Dân,XA,341
12880,Xã Thụy Hải,XA,341
12883,Xã Thụy Phúc,XA,341
12886,Xã Thụy Lương,XA,341
12889,Xã Thụy Liên,XA,341
12892,Xã Thụy Duyên,XA,341
12895,Xã Thụy Hà,XA,341
12898,Xã Thụy Thanh,XA,341
12901,Xã Thụy Sơn,XA,341
12904,Xã Thụy Phong,XA,341
12907,Xã Thái Thượng,XA,341
12910,Xã Thái Nguyên,XA,341
12913,Xã Thái Thủy,XA,341
12916,Xã Thái Dương,XA,341
12919,Xã Thái Giang,XA,341
12922,Xã Thái Hòa,XA,341
12925,Xã Thái Sơn,XA,341
12928,Xã Thái Hồng,XA,341
12931,Xã Thái An,XA,341
12934,Xã Thái Phúc,XA,341
12937,Xã Thái Hưng,XA,341
12940,Xã Thái Đô,XA,341
12943,Xã Thái Xuyên,XA,341
12946,Xã Thái Hà,XA,341
12949,Xã  Mỹ Lộc,XA,341
12952,Xã Thái Tân,XA,341
12955,Xã Thái Thuần,XA,341
12958,Xã Thái Học,XA,341
12961,Xã Thái Thịnh,XA,341
12964,Xã Thái Thành,XA,341
12967,Xã Thái Thọ,XA,341
12970,Thị trấn Tiền Hải,XA,342
12973,Xã Đông Hải,XA,342
12976,Xã Đông Trà,XA,342
12979,Xã Đông Long,XA,342
12982,Xã Đông Quí,XA,342
12985,Xã Vũ Lăng,XA,342
12988,Xã Đông Xuyên,XA,342
12991,Xã Tây Lương,XA,342
12994,Xã Tây Ninh,XA,342
12997,Xã Đông Trung,XA,342
13000,Xã Đông Hoàng,XA,342
13003,Xã Đông Minh,XA,342
13006,Xã Tây An,XA,342
13009,Xã Đông Phong,XA,342
13012,Xã An Ninh,XA,342
13015,Xã Tây Sơn,XA,342
13018,Xã Đông Cơ,XA,342
13021,Xã Tây Giang,XA,342
13024,Xã Đông Lâm,XA,342
13027,Xã Phương Công,XA,342
13030,Xã Tây Phong,XA,342
13033,Xã Tây Tiến,XA,342
13036,Xã Nam Cường,XA,342
13039,Xã Vân Trường,XA,342
13042,Xã Nam Thắng,XA,342
13045,Xã Nam Chính,XA,342
13048,Xã Bắc Hải,XA,342
13051,Xã Nam Thịnh,XA,342
13054,Xã Nam Hà,XA,342
13057,Xã Nam Thanh,XA,342
13060,Xã Nam Trung,XA,342
13063,Xã Nam Hồng,XA,342
13066,Xã Nam Hưng,XA,342
13069,Xã Nam Hải,XA,342
13072,Xã Nam Phú,XA,342
13075,Thị trấn Thanh Nê,XA,343
13078,Xã Trà Giang,XA,343
13081,Xã Quốc Tuấn,XA,343
13087,Xã An Bình,XA,343
13090,Xã Vũ Tây,XA,343
13093,Xã Hồng Thái,XA,343
13096,Xã Bình Nguyên,XA,343
13099,Xã Vũ Sơn,XA,343
13102,Xã Lê Lợi,XA,343
13105,Xã Quyết Tiến,XA,343
13111,Xã Vũ Lễ,XA,343
13114,Xã Thanh Tân,XA,343
13117,Xã Thượng Hiền,XA,343
13120,Xã Nam Cao,XA,343
13123,Xã Đình Phùng,XA,343
13126,Xã Vũ Ninh,XA,343
13129,Xã Vũ An,XA,343
13132,Xã Quang Lịch,XA,343
13135,Xã Hòa Bình,XA,343
13138,Xã Bình Minh,XA,343
13141,Xã Vũ Quí,XA,343
13144,Xã Quang Bình,XA,343
13147,Xã An Bồi,XA,343
13150,Xã Vũ Trung,XA,343
13153,Xã Vũ Thắng,XA,343
13156,Xã Vũ Công,XA,343
13159,Xã Vũ Hòa,XA,343
13162,Xã Quang Minh,XA,343
13165,Xã Quang Trung,XA,343
13168,Xã Minh Hưng,XA,343
13171,Xã Quang Hưng,XA,343
13174,Xã Vũ Bình,XA,343
13177,Xã Minh Tân,XA,343
13180,Xã Nam Bình,XA,343
13183,Xã Bình Thanh,XA,343
13186,Xã Bình Định,XA,343
13189,Xã Hồng Tiến,XA,343
13192,Thị trấn Vũ Thư,XA,344
13195,Xã Hồng Lý,XA,344
13198,Xã Đồng Thanh,XA,344
13201,Xã Xuân Hòa,XA,344
13204,Xã Hiệp Hòa,XA,344
13207,Xã Phúc Thành,XA,344
13210,Xã Tân Phong,XA,344
13213,Xã Song Lãng,XA,344
13216,Xã Tân Hòa,XA,344
13219,Xã Việt Hùng,XA,344
13222,Xã Minh Lãng,XA,344
13228,Xã Minh Khai,XA,344
13231,Xã Dũng Nghĩa,XA,344
13234,Xã Minh Quang,XA,344
13237,Xã Tam Quang,XA,344
13240,Xã Tân Lập,XA,344
13243,Xã Bách Thuận,XA,344
13246,Xã Tự Tân,XA,344
13249,Xã Song An,XA,344
13252,Xã Trung An,XA,344
13255,Xã Vũ Hội,XA,344
13258,Xã Hòa Bình,XA,344
13261,Xã Nguyên Xá,XA,344
13264,Xã Việt Thuận,XA,344
13267,Xã Vũ Vinh,XA,344
13270,Xã Vũ Đoài,XA,344
13273,Xã Vũ Tiến,XA,344
13276,Xã Vũ Vân,XA,344
13279,Xã Duy Nhất,XA,344
13282,Xã Hồng Phong,XA,344
13285,Phường Quang Trung,XA,347
13288,Phường Lương Khánh Thiện,XA,347
13291,Phường Lê Hồng Phong,XA,347
13294,Phường Minh Khai,XA,347
13297,Phường Hai Bà Trưng,XA,347
13300,Phường Trần Hưng Đạo,XA,347
13303,Phường Lam Hà,XA,347
13306,Xã Phù Vân,XA,347
13309,Phường Liêm Chính,XA,347
13312,Xã Liêm Chung,XA,347
13315,Phường Thanh Châu,XA,347
13318,Phường Châu Sơn,XA,347
13366,Xã Tiên Tân,XA,347
13372,Xã Tiên Hiệp,XA,347
13381,Xã Tiên Hải,XA,347
13426,Xã Kim Bình,XA,347
13444,Xã Liêm Tuyền,XA,347
13447,Xã Liêm Tiết,XA,347
13459,Phường Thanh Tuyền,XA,347
13507,Xã Đinh Xá,XA,347
13513,Xã Trịnh Xá,XA,347
13321,Thị trấn Đồng Văn,XA,349
13324,Thị trấn Hòa Mạc,XA,349
13327,Xã Mộc Bắc,XA,349
13330,Xã Châu Giang,XA,349
13333,Xã Bạch Thượng,XA,349
13336,Xã Duy Minh,XA,349
13339,Xã Mộc Nam,XA,349
13342,Xã Duy Hải,XA,349
13345,Xã Chuyên Ngoại,XA,349
13348,Xã Yên Bắc,XA,349
13351,Xã Trác Văn,XA,349
13354,Xã Tiên Nội,XA,349
13357,Xã Hoàng Đông,XA,349
13360,Xã Yên Nam,XA,349
13363,Xã Tiên Ngoại,XA,349
13369,Xã Đọi Sơn,XA,349
13375,Xã Châu Sơn,XA,349
13378,Xã Tiền Phong,XA,349
13384,Thị trấn Quế,XA,350
13387,Xã Nguyễn Úy,XA,350
13390,Xã Đại Cương,XA,350
13393,Xã Lê Hồ,XA,350
13396,Xã Tượng Lĩnh,XA,350
13399,Xã Nhật Tựu,XA,350
13402,Xã Nhật Tân,XA,350
13405,Xã Đồng Hóa,XA,350
13408,Xã Hoàng Tây,XA,350
13411,Xã Tân Sơn,XA,350
13414,Xã Thụy Lôi,XA,350
13417,Xã Văn Xá,XA,350
13420,Xã Khả Phong,XA,350
13423,Xã Ngọc Sơn,XA,350
13429,Thị trấn Ba Sao,XA,350
13432,Xã Liên Sơn,XA,350
13435,Xã Thi Sơn,XA,350
13438,Xã Thanh Sơn,XA,350
13441,Thị trấn Kiện Khê,XA,351
13450,Xã Liêm Phong,XA,351
13453,Xã Thanh Hà,XA,351
13456,Xã Liêm Cần,XA,351
13462,Xã Thanh Bình,XA,351
13465,Xã Liêm Thuận,XA,351
13468,Xã Thanh Thủy,XA,351
13471,Xã Thanh Phong,XA,351
13474,Xã Thanh Lưu,XA,351
13477,Xã Thanh Tân,XA,351
13480,Xã Liêm Túc,XA,351
13483,Xã Liêm Sơn,XA,351
13486,Xã Thanh Hương,XA,351
13489,Xã Thanh Nghị,XA,351
13492,Xã Thanh Tâm,XA,351
13495,Xã Thanh Nguyên,XA,351
13498,Xã Thanh Hải,XA,351
13501,Thị trấn Bình Mỹ,XA,352
13504,Xã Bình Nghĩa,XA,352
13510,Xã Tràng An,XA,352
13516,Xã Đồng Du,XA,352
13519,Xã Ngọc Lũ,XA,352
13522,Xã Hưng Công,XA,352
13525,Xã Đồn Xá,XA,352
13528,Xã An Ninh,XA,352
13531,Xã Bồ Đề,XA,352
13534,Xã Bối Cầu,XA,352
13537,Xã An Mỹ,XA,352
13540,Xã An Nội,XA,352
13543,Xã Vũ Bản,XA,352
13546,Xã Trung Lương,XA,352
13549,Xã Mỹ Thọ,XA,352
13552,Xã An Đổ,XA,352
13555,Xã La Sơn,XA,352
13558,Xã Tiêu Động,XA,352
13561,Xã An Lão,XA,352
13564,Thị trấn Vĩnh Trụ,XA,353
13567,Xã Hợp Lý,XA,353
13570,Xã Nguyên Lý,XA,353
13573,Xã Chính Lý,XA,353
13576,Xã Chân Lý,XA,353
13579,Xã Đạo Lý,XA,353
13582,Xã Công Lý,XA,353
13585,Xã Văn Lý,XA,353
13588,Xã Bắc Lý,XA,353
13591,Xã Đức Lý,XA,353
13594,Xã Nhân Đạo,XA,353
13597,Xã Đồng Lý,XA,353
13600,Xã Nhân Thịnh,XA,353
13603,Xã Nhân Hưng,XA,353
13606,Xã Nhân Khang,XA,353
13609,Xã Nhân Mỹ,XA,353
13612,Xã Nhân Nghĩa,XA,353
13615,Xã Nhân Chính,XA,353
13618,Xã Nhân Bình,XA,353
13621,Xã Phú Phúc,XA,353
13624,Xã Xuân Khê,XA,353
13627,Xã Tiến Thắng,XA,353
13630,Xã Hòa Hậu,XA,353
13633,Phường Hạ Long,XA,356
13636,Phường Trần Tế Xương,XA,356
13639,Phường Vị Hoàng,XA,356
13642,Phường Vị Xuyên,XA,356
13645,Phường Quang Trung,XA,356
13648,Phường Cửa Bắc,XA,356
13651,Phường Nguyễn Du,XA,356
13654,Phường Bà Triệu,XA,356
13657,Phường Trường Thi,XA,356
13660,Phường Phan Đình Phùng,XA,356
13663,Phường Ngô Quyền,XA,356
13666,Phường Trần Hưng Đạo,XA,356
13669,Phường Trần Đăng Ninh,XA,356
13672,Phường Năng Tĩnh,XA,356
13675,Phường Văn Miếu,XA,356
13678,Phường Trần Quang Khải,XA,356
13681,Phường Thống Nhất,XA,356
13684,Phường Lộc Hạ,XA,356
13687,Phường Lộc Vượng,XA,356
13690,Phường Cửa Nam,XA,356
13693,Xã Lộc Hòa,XA,356
13696,Xã Nam Phong,XA,356
13699,Xã Mỹ Xá,XA,356
13702,Xã Lộc An,XA,356
13705,Xã Nam Vân,XA,356
13708,Thị trấn Mỹ Lộc,XA,358
13711,Xã Mỹ Hà,XA,358
13714,Xã Mỹ Tiến,XA,358
13717,Xã Mỹ Thắng,XA,358
13720,Xã Mỹ Trung,XA,358
13723,Xã Mỹ Tân,XA,358
13726,Xã Mỹ Phúc,XA,358
13729,Xã Mỹ Hưng,XA,358
13732,Xã Mỹ Thuận,XA,358
13735,Xã Mỹ Thịnh,XA,358
13738,Xã Mỹ Thành,XA,358
13741,Thị trấn Gôi,XA,359
13744,Xã Minh Thuận,XA,359
13747,Xã Hiển Khánh,XA,359
13750,Xã Tân Khánh,XA,359
13753,Xã Hợp Hưng,XA,359
13756,Xã Đại An,XA,359
13759,Xã Tân Thành,XA,359
13762,Xã Cộng Hòa,XA,359
13765,Xã Trung Thành,XA,359
13768,Xã Quang Trung,XA,359
13771,Xã Minh Tân,XA,359
13774,Xã Liên Bảo,XA,359
13777,Xã Thành Lợi,XA,359
13780,Xã Kim Thái,XA,359
13783,Xã Liên Minh,XA,359
13786,Xã Đại Thắng,XA,359
13789,Xã Tam Thanh,XA,359
13792,Xã Vĩnh Hào,XA,359
13795,Thị trấn Lâm,XA,360
13798,Xã Yên Trung,XA,360
13801,Xã Yên Thành,XA,360
13804,Xã Yên Tân,XA,360
13807,Xã Yên Lợi,XA,360
13810,Xã Yên Thọ,XA,360
13813,Xã Yên Nghĩa,XA,360
13816,Xã Yên Minh,XA,360
13819,Xã Yên Phương,XA,360
13822,Xã Yên Chính,XA,360
13825,Xã Yên Bình,XA,360
13828,Xã Yên Phú,XA,360
13831,Xã Yên Mỹ,XA,360
13834,Xã Yên Dương,XA,360
13837,Xã Yên Xá,XA,360
13840,Xã Yên Hưng,XA,360
13843,Xã Yên Khánh,XA,360
13846,Xã Yên Phong,XA,360
13849,Xã Yên Ninh,XA,360
13852,Xã Yên Lương,XA,360
13855,Xã Yên Hồng,XA,360
13858,Xã Yên Quang,XA,360
13861,Xã Yên Tiến,XA,360
13864,Xã Yên Thắng,XA,360
13867,Xã Yên Phúc,XA,360
13870,Xã Yên Cường,XA,360
13873,Xã Yên Lộc,XA,360
13876,Xã Yên Bằng,XA,360
13879,Xã Yên Đồng,XA,360
13882,Xã Yên Khang,XA,360
13885,Xã Yên Nhân,XA,360
13888,Xã Yên Trị,XA,360
13891,Thị trấn Liễu Đề,XA,361
13894,Thị trấn Rạng Đông,XA,361
13897,Xã Nghĩa Đồng,XA,361
13900,Xã Nghĩa Thịnh,XA,361
13903,Xã Nghĩa Minh,XA,361
13906,Xã Nghĩa Thái,XA,361
13909,Xã Hoàng Nam,XA,361
13912,Xã Nghĩa Châu,XA,361
13915,Xã Nghĩa Trung,XA,361
13918,Xã Nghĩa Sơn,XA,361
13921,Xã Nghĩa Lạc,XA,361
13924,Xã Nghĩa Hồng,XA,361
13927,Xã Nghĩa Phong,XA,361
13930,Xã Nghĩa Phú,XA,361
13933,Xã Nghĩa Bình,XA,361
13936,Thị trấn Quỹ Nhất,XA,361
13939,Xã Nghĩa Tân,XA,361
13942,Xã Nghĩa Hùng,XA,361
13945,Xã Nghĩa Lâm,XA,361
13948,Xã Nghĩa Thành,XA,361
13951,Xã Nghĩa Thắng,XA,361
13954,Xã Nghĩa Lợi,XA,361
13957,Xã Nghĩa Hải,XA,361
13960,Xã Nghĩa Phúc,XA,361
13963,Xã Nam Điền,XA,361
13966,Thị trấn Nam Giang,XA,362
13969,Xã Nam Mỹ,XA,362
13972,Xã Điền Xá,XA,362
13975,Xã Nghĩa An,XA,362
13978,Xã Nam Thắng,XA,362
13981,Xã Nam Toàn,XA,362
13984,Xã Hồng Quang,XA,362
13987,Xã Tân Thịnh,XA,362
13990,Xã Nam Cường,XA,362
13993,Xã Nam Hồng,XA,362
13996,Xã Nam Hùng,XA,362
13999,Xã Nam Hoa,XA,362
14002,Xã Nam Dương,XA,362
14005,Xã Nam Thanh,XA,362
14008,Xã Nam Lợi,XA,362
14011,Xã Bình Minh,XA,362
14014,Xã Đồng Sơn,XA,362
14017,Xã Nam Tiến,XA,362
14020,Xã Nam Hải,XA,362
14023,Xã Nam Thái,XA,362
14026,Thị trấn Cổ Lễ,XA,363
14029,Xã Phương Định,XA,363
14032,Xã Trực Chính,XA,363
14035,Xã Trung Đông,XA,363
14038,Xã Liêm Hải,XA,363
14041,Xã Trực Tuấn,XA,363
14044,Xã Việt Hùng,XA,363
14047,Xã Trực Đạo,XA,363
14050,Xã Trực Hưng,XA,363
14053,Xã Trực Nội,XA,363
14056,Thị trấn Cát Thành,XA,363
14059,Xã Trực Thanh,XA,363
14062,Xã Trực Khang,XA,363
14065,Xã Trực Thuận,XA,363
14068,Xã Trực Mỹ,XA,363
14071,Xã Trực Đại,XA,363
14074,Xã Trực Cường,XA,363
14077,Xã Trực Phú,XA,363
14080,Xã Trực Thái,XA,363
14083,Xã Trực Hùng,XA,363
14086,Xã Trực Thắng,XA,363
14089,Thị trấn Xuân Trường,XA,364
14092,Xã Xuân Châu,XA,364
14095,Xã Xuân Hồng,XA,364
14098,Xã Xuân Thành,XA,364
14101,Xã Xuân Thượng,XA,364
14104,Xã Xuân Phong,XA,364
14107,Xã Xuân Đài,XA,364
14110,Xã Xuân Tân,XA,364
14113,Xã Xuân Thủy,XA,364
14116,Xã Xuân Ngọc,XA,364
14119,Xã Xuân Bắc,XA,364
14122,Xã Xuân Phương,XA,364
14125,Xã Thọ Nghiệp,XA,364
14128,Xã Xuân Phú,XA,364
14131,Xã Xuân Trung,XA,364
14134,Xã Xuân Vinh,XA,364
14137,Xã Xuân Kiên,XA,364
14140,Xã Xuân Tiến,XA,364
14143,Xã Xuân Ninh,XA,364
14146,Xã Xuân Hòa,XA,364
14149,Thị trấn Ngô Đồng,XA,365
14152,Thị trấn Quất Lâm,XA,365
14155,Xã Giao Hương,XA,365
14158,Xã Hồng Thuận,XA,365
14161,Xã Giao Thiện,XA,365
14164,Xã Giao Thanh,XA,365
14167,Xã Hoành Sơn,XA,365
14170,Xã Bình Hòa,XA,365
14173,Xã Giao Tiến,XA,365
14176,Xã Giao Hà,XA,365
14179,Xã Giao Nhân,XA,365
14182,Xã Giao An,XA,365
14185,Xã Giao Lạc,XA,365
14188,Xã Giao Châu,XA,365
14191,Xã Giao Tân,XA,365
14194,Xã Giao Yến,XA,365
14197,Xã Giao Xuân,XA,365
14200,Xã Giao Thịnh,XA,365
14203,Xã Giao Hải,XA,365
14206,Xã Bạch Long,XA,365
14209,Xã Giao Long,XA,365
14212,Xã Giao Phong,XA,365
14215,Thị trấn Yên Định,XA,366
14218,Thị trấn Cồn,XA,366
14221,Thị trấn Thịnh Long,XA,366
14224,Xã Hải Nam,XA,366
14227,Xã Hải Trung,XA,366
14230,Xã Hải Vân,XA,366
14233,Xã Hải Minh,XA,366
14236,Xã Hải Anh,XA,366
14239,Xã Hải Hưng,XA,366
14242,Xã Hải Bắc,XA,366
14245,Xã Hải Phúc,XA,366
14248,Xã Hải Thanh,XA,366
14251,Xã Hải Hà,XA,366
14254,Xã Hải Long,XA,366
14257,Xã Hải Phương,XA,366
14260,Xã Hải Đường,XA,366
14263,Xã Hải Lộc,XA,366
14266,Xã Hải Quang,XA,366
14269,Xã Hải Đông,XA,366
14272,Xã Hải Sơn,XA,366
14275,Xã Hải Tân,XA,366
14278,Xã Hải Toàn,XA,366
14281,Xã Hải Phong,XA,366
14284,Xã Hải An,XA,366
14287,Xã Hải Tây,XA,366
14290,Xã Hải Lý,XA,366
14293,Xã Hải Phú,XA,366
14296,Xã Hải Giang,XA,366
14299,Xã Hải Cường,XA,366
14302,Xã Hải Ninh,XA,366
14305,Xã Hải Chính,XA,366
14308,Xã Hải Xuân,XA,366
14311,Xã Hải Châu,XA,366
14314,Xã Hải Triều,XA,366
14317,Xã Hải Hòa,XA,366
14320,Phường Đông Thành,XA,369
14323,Phường Tân Thành,XA,369
14326,Phường Thanh Bình,XA,369
14329,Phường Vân Giang,XA,369
14332,Phường Bích Đào,XA,369
14335,Phường Phúc Thành,XA,369
14338,Phường Nam Bình,XA,369
14341,Phường Nam Thành,XA,369
14344,Phường Ninh Khánh,XA,369
14347,Xã Ninh Nhất,XA,369
14350,Xã Ninh Tiến,XA,369
14353,Xã Ninh Phúc,XA,369
14356,Phường Ninh Sơn,XA,369
14359,Phường Ninh Phong,XA,369
14362,Phường Bắc Sơn,XA,370
14365,Phường Trung Sơn,XA,370
14368,Phường Nam Sơn,XA,370
14369,Phường Tây Sơn,XA,370
14371,Xã Yên Sơn,XA,370
14374,Phường Yên Bình,XA,370
14375,Phường Tân Bình,XA,370
14377,Xã Quang Sơn,XA,370
14380,Xã Đông Sơn,XA,370
14383,Thị trấn Nho Quan,XA,372
14386,Xã Xích Thổ,XA,372
14389,Xã Gia Lâm,XA,372
14392,Xã Gia Sơn,XA,372
14395,Xã Thạch Bình,XA,372
14398,Xã Gia Thủy,XA,372
14401,Xã Gia Tường,XA,372
14404,Xã Cúc Phương,XA,372
14407,Xã Phú Sơn,XA,372
14410,Xã Đức Long,XA,372
14413,Xã Lạc Vân,XA,372
14416,Xã Đồng Phong,XA,372
14419,Xã Yên Quang,XA,372
14422,Xã Lạng Phong,XA,372
14425,Xã Thượng Hòa,XA,372
14428,Xã Văn Phong,XA,372
14431,Xã Văn Phương,XA,372
14434,Xã Thanh Lạc,XA,372
14437,Xã Sơn Lai,XA,372
14440,Xã Sơn Thành,XA,372
14443,Xã Văn Phú,XA,372
14446,Xã Phú Lộc,XA,372
14449,Xã Kỳ Phú,XA,372
14452,Xã Quỳnh Lưu,XA,372
14455,Xã Sơn Hà,XA,372
14458,Xã Phú Long,XA,372
14461,Xã Quảng Lạc,XA,372
14464,Thị trấn Me,XA,373
14467,Xã Gia Hòa,XA,373
14470,Xã Gia Hưng,XA,373
14473,Xã Liên Sơn,XA,373
14476,Xã Gia Thanh,XA,373
14479,Xã Gia Vân,XA,373
14482,Xã Gia Phú,XA,373
14485,Xã Gia Xuân,XA,373
14488,Xã Gia Lập,XA,373
14491,Xã Gia Vượng,XA,373
14494,Xã Gia Trấn,XA,373
14497,Xã Gia Thịnh,XA,373
14500,Xã Gia Phương,XA,373
14503,Xã Gia Tân,XA,373
14506,Xã Gia Thắng,XA,373
14509,Xã Gia Trung,XA,373
14512,Xã Gia Minh,XA,373
14515,Xã Gia Lạc,XA,373
14518,Xã Gia Tiến,XA,373
14521,Xã Gia Sinh,XA,373
14524,Xã Gia Phong,XA,373
14527,Thị trấn Thiên Tôn,XA,374
14530,Xã Ninh Giang,XA,374
14533,Xã Trường Yên,XA,374
14536,Xã Ninh Khang,XA,374
14539,Xã Ninh Mỹ,XA,374
14542,Xã Ninh Hòa,XA,374
14545,Xã Ninh Xuân,XA,374
14548,Xã Ninh Hải,XA,374
14551,Xã Ninh Thắng,XA,374
14554,Xã Ninh Vân,XA,374
14557,Xã Ninh An,XA,374
14560,Thị trấn Yên Ninh,XA,375
14563,Xã Khánh Tiên,XA,375
14566,Xã Khánh Phú,XA,375
14569,Xã Khánh Hòa,XA,375
14572,Xã Khánh Lợi,XA,375
14575,Xã Khánh An,XA,375
14578,Xã Khánh Cường,XA,375
14581,Xã Khánh Cư,XA,375
14584,Xã Khánh Thiện,XA,375
14587,Xã Khánh Hải,XA,375
14590,Xã Khánh Trung,XA,375
14593,Xã Khánh Mậu,XA,375
14596,Xã Khánh Vân,XA,375
14599,Xã Khánh Hội,XA,375
14602,Xã Khánh Công,XA,375
14608,Xã Khánh Thành,XA,375
14611,Xã Khánh Nhạc,XA,375
14614,Xã Khánh Thủy,XA,375
14617,Xã Khánh Hồng,XA,375
14620,Thị trấn Phát Diệm,XA,376
14623,Thị trấn Bình Minh,XA,376
14626,Xã Xuân Thiện,XA,376
14629,Xã Hồi Ninh,XA,376
14632,Xã Chính Tâm,XA,376
14635,Xã Kim Định,XA,376
14638,Xã Ân Hòa,XA,376
14641,Xã Hùng Tiến,XA,376
14644,Xã Yên Mật,XA,376
14647,Xã Quang Thiện,XA,376
14650,Xã Như Hòa,XA,376
14653,Xã Chất Bình,XA,376
14656,Xã Đồng Hướng,XA,376
14659,Xã Kim Chính,XA,376
14662,Xã Thượng Kiệm,XA,376
14665,Xã Lưu Phương,XA,376
14668,Xã Tân Thành,XA,376
14671,Xã Yên Lộc,XA,376
14674,Xã Lai Thành,XA,376
14677,Xã Định Hóa,XA,376
14680,Xã Văn Hải,XA,376
14683,Xã Kim Tân,XA,376
14686,Xã Kim Mỹ,XA,376
14689,Xã Cồn Thoi,XA,376
14692,Xã Kim Hải,XA,376
14695,Xã Kim Trung,XA,376
14698,Xã Kim Đông,XA,376
14701,Thị trấn Yên Thịnh,XA,377
14704,Xã Khánh Thượng,XA,377
14707,Xã Khánh Dương,XA,377
14710,Xã Mai Sơn,XA,377
14713,Xã Khánh Thịnh,XA,377
14719,Xã Yên Phong,XA,377
14722,Xã Yên Hòa,XA,377
14725,Xã Yên Thắng,XA,377
14728,Xã Yên Từ,XA,377
14731,Xã Yên Hưng,XA,377
14734,Xã Yên Thành,XA,377
14737,Xã Yên Nhân,XA,377
14740,Xã Yên Mỹ,XA,377
14743,Xã Yên Mạc,XA,377
14746,Xã Yên Đồng,XA,377
14749,Xã Yên Thái,XA,377
14752,Xã Yên Lâm,XA,377
14755,Phường Hàm Rồng,XA,380
14758,Phường Đông Thọ,XA,380
14761,Phường Nam Ngạn,XA,380
14764,Phường Trường Thi,XA,380
14767,Phường Điện Biên,XA,380
14770,Phường Phú Sơn,XA,380
14773,Phường Lam Sơn,XA,380
14776,Phường Ba Đình,XA,380
14779,Phường Ngọc Trạo,XA,380
14782,Phường Đông Vệ,XA,380
14785,Phường Đông Sơn,XA,380
14788,Phường Tân Sơn,XA,380
14791,Phường Đông Cương,XA,380
14794,Phường Đông Hương,XA,380
14797,Phường Đông Hải,XA,380
14800,Phường Quảng Hưng,XA,380
14803,Phường Quảng Thắng,XA,380
14806,Phường Quảng Thành,XA,380
15850,Xã Thiệu Vân,XA,380
15856,Xã Thiệu Khánh,XA,380
15859,Xã Thiệu Dương,XA,380
15868,Phường Tào Xuyên,XA,380
15913,Xã Hoằng Lý,XA,380
15922,Xã Hoằng Long,XA,380
15925,Xã Hoằng Quang,XA,380
15970,Xã Hoằng Đại,XA,380
16009,Xã Hoằng Anh,XA,380
16379,Phường An Hoạch,XA,380
16396,Xã Đông Lĩnh,XA,380
16429,Xã Đông Vinh,XA,380
16432,Xã Đông Tân,XA,380
16435,Xã Đông Hưng,XA,380
16441,Xã Quảng Thịnh,XA,380
16459,Xã Quảng Đông,XA,380
16507,Xã Quảng Cát,XA,380
16522,Xã Quảng Phú,XA,380
16525,Xã Quảng Tâm,XA,380
14809,Phường Bắc Sơn,XA,381
14812,Phường Ba Đình,XA,381
14815,Phường Lam Sơn,XA,381
14818,Phường Ngọc Trạo,XA,381
14821,Phường Đông Sơn,XA,381
14823,Phường Phú Sơn,XA,381
14824,Xã Quang Trung,XA,381
14827,Xã Hà Lan,XA,381
14830,Phường Trung Sơn,XA,382
14833,Phường Bắc Sơn,XA,382
14836,Phường Trường Sơn,XA,382
14839,Xã Quảng Cư,XA,382
14842,Phường Quảng Tiến,XA,382
16513,Xã Quảng Minh,XA,382
16516,Xã Quảng Hùng,XA,382
16528,Xã Quảng Thọ,XA,382
16531,Xã Quảng Châu,XA,382
16534,Xã Quảng Vinh,XA,382
16537,Xã Quảng Đại,XA,382
14845,Thị trấn Mường Lát,XA,384
14848,Xã Tam Chung,XA,384
14851,Xã Tén Tằn,XA,384
14854,Xã Mường Lý,XA,384
14857,Xã Trung Lý,XA,384
14860,Xã Quang Chiểu,XA,384
14863,Xã Pù Nhi,XA,384
14864,Xã Nhi Sơn,XA,384
14866,Xã Mường Chanh,XA,384
14869,Thị trấn Quan Hóa,XA,385
14872,Xã Thành Sơn,XA,385
14875,Xã Trung Sơn,XA,385
14878,Xã Phú Thanh,XA,385
14881,Xã Trung Thành,XA,385
14884,Xã Phú Lệ,XA,385
14887,Xã Phú Sơn,XA,385
14890,Xã Phú Xuân,XA,385
14893,Xã Thanh Xuân,XA,385
14896,Xã Hiền Chung,XA,385
14899,Xã Hiền Kiệt,XA,385
14902,Xã Nam Tiến,XA,385
14905,Xã Hồi Xuân,XA,385
14908,Xã Thiên Phủ,XA,385
14911,Xã Phú Nghiêm,XA,385
14914,Xã Nam Xuân,XA,385
14917,Xã Nam Động,XA,385
14920,Xã Xuân Phú,XA,385
14923,Thị trấn Cành Nàng,XA,386
14926,Xã Điền Thượng,XA,386
14929,Xã Điền Hạ,XA,386
